0.2421,0.4781,-1.8921,0.5000
0.1618,0.2369,-1.9971,0.5000
0.0542,0.0000,0.0000,0.5000
0.0832,0.0000,0.0000,0.5000
0.1141,0.0000,0.0000,0.5000
0.1449,0.0000,-2.9879,0.5000
0.1257,-0.0030,-3.0256,0.5000
0.1010,-0.0059,-3.0172,0.5000
0.0782,-0.0087,-2.9972,0.5000
0.0568,-0.0118,-2.9660,0.5000
0.0367,-0.0154,-0.0380,0.5000
0.0678,-0.0166,-2.8182,0.5000
0.0463,-0.0237,3.0796,0.5000
-0.0287,-0.0191,3.0797,0.5000
-0.1074,-0.0142,3.0775,0.5000
-0.1856,-0.0092,3.0777,0.5000
-0.2587,-0.0045,2.6870,0.5000
-0.2791,0.0055,-0.0888,0.5000
-0.2458,0.0025,-0.1128,0.5000
-0.2127,-0.0013,-0.1481,0.5000
-0.1794,-0.0062,2.4413,0.5000
-0.2046,0.0150,2.4769,0.5000
-0.2306,0.0354,2.5209,0.5000
-0.2574,0.0545,2.5579,0.5000
-0.3189,0.0952,2.5785,0.5000
-0.3787,0.1329,2.0540,0.5000
-0.3827,0.1406,2.4044,0.5000
-0.4229,0.1770,2.4301,0.5000
-0.4615,0.2103,1.8746,0.5000
-0.4639,0.2180,2.2816,0.5000
-0.5038,0.2644,2.3204,0.5000
-0.5481,0.3120,1.9880,0.5000
-0.5545,0.3263,2.1357,0.5000
-0.5863,0.3766,2.1630,0.5000
-0.6197,0.4262,1.5874,0.5000
-0.6199,0.4359,1.9682,0.5000
-0.6395,0.4826,2.0113,0.5000
-0.6626,0.5316,1.6381,0.5000
-0.6634,0.5435,1.7266,0.5000
-0.6651,0.5545,1.8290,0.5000
-0.6679,0.5648,-1.0771,0.5000
-0.6516,0.5347,2.1869,0.5000
-0.6670,0.5564,2.1908,0.5000
-0.6847,0.5811,2.2139,0.5000
-0.7028,0.6053,2.2321,0.5000
-0.7216,0.6295,2.2488,0.5000
-0.7411,0.6537,-1.2042,0.5000
-0.7296,0.6237,2.0307,0.5000
-0.7382,0.6410,2.0743,0.5000
-0.7477,0.6583,2.1201,0.5000
-0.7580,0.6752,2.1454,0.5000
-0.7693,0.6926,2.1707,0.5000
-0.7814,0.7103,1.8963,0.5000
-0.7874,0.7280,1.9262,0.5000
-0.7941,0.7460,1.9476,0.5000
-0.8016,0.7649,1.9795,0.5000
-0.8095,0.7833,1.7547,0.5000
-0.8209,0.8447,1.4750,0.5000
-0.8197,0.8580,1.5325,0.5000
-0.8192,0.8705,1.5979,0.5000
-0.8195,0.8823,1.6234,0.5000
-0.8220,0.9291,1.6296,0.5000
-0.8221,0.9318,2.6607,0.5000
-0.8230,0.9323,2.6899,0.5000
-0.8251,0.9332,2.1812,0.5000
-0.8278,0.9371,-1.6460,0.5000
-0.8301,0.9063,-1.6760,0.5000
-0.8330,0.8783,2.1844,0.5000
-0.8415,0.8903,2.1795,0.5000
-0.8498,0.9022,2.3680,0.5000
-0.8583,0.9105,2.4711,0.5000
-0.8670,0.9174,2.6991,0.5000
-0.8762,0.9218,1.1342,0.5000
-0.8727,0.9293,1.2057,0.5000
-0.8700,0.9362,1.3107,0.5000
-0.8681,0.9434,1.4104,0.5000
-0.8668,0.9515,1.4988,0.5000
-0.8662,0.9596,0.9578,0.5000
-0.8540,0.9770,1.0032,0.5000
-0.8423,0.9953,1.0380,0.5000
-0.8313,1.0140,1.0538,0.5000
-0.8210,1.0321,1.0650,0.5000
-0.8112,1.0497,0.6884,0.5000
-0.7909,1.0664,0.6913,0.5000
-0.7711,1.0828,0.6981,0.5000
-0.7516,1.0992,0.7202,0.5000
-0.7324,1.1161,0.7534,0.5000
-0.7133,1.1339,0.1494,0.5000
-0.6964,1.1365,0.1601,0.5000
-0.6805,1.1391,0.1984,0.5000
-0.6653,1.1421,0.2682,0.5000
-0.6509,1.1461,0.3034,0.5000
-0.6374,1.1503,-2.0729,0.5000
-0.6549,1.1185,-0.4394,0.5000
-0.6352,1.1092,-0.2964,0.5000
-0.6142,1.1028,-0.3188,0.5000
-0.5937,1.0960,-0.3286,0.5000
-0.5734,1.0891,-0.3125,0.5000
-0.5532,1.0826,-2.1458,0.5000
-0.5712,1.0547,0.4611,0.5000
-0.5364,1.0720,0.5180,0.5000
-0.5008,1.0923,0.5466,0.5000
-0.4662,1.1134,0.5777,0.5000
-0.4323,1.1355,0.6082,0.5000
-0.3988,1.1588,-2.3535,0.5000
-0.4214,1.1361,-2.3849,0.5000
-0.4468,1.1121,0.4582,0.5000
-0.4307,1.1201,0.4955,0.5000
-0.4126,1.1298,0.4872,0.5000
-0.3945,1.1394,0.4764,0.5000
-0.3764,1.1488,0.4676,0.5000
-0.3581,1.1580,-2.4046,0.5000
-0.3821,1.1362,-2.4352,0.5000
-0.4091,1.1132,2.0827,0.5000
-0.4178,1.1287,1.9451,0.5000
-0.4244,1.1454,1.9186,0.5000
-0.4302,1.1614,1.8890,0.5000
-0.4352,1.1767,1.8668,0.5000
-0.4397,1.1913,-2.3420,0.5000
-0.4633,1.1670,-2.3555,0.5000
-0.4781,1.1521,0.8090,0.5000
-0.4645,1.1665,0.8432,0.5000
-0.4495,1.1833,0.8514,0.5000
-0.4327,1.2025,0.8767,0.5000
-0.4164,1.2220,1.1112,0.5000
-0.4116,1.2318,0.5606,0.5000
-0.3819,1.2504,0.5594,0.5000
-0.3538,1.2680,0.5706,0.5000
-0.3260,1.2859,0.5893,0.5000
-0.2976,1.3049,0.6002,0.5000
-0.2676,1.3254,0.1129,0.5000
-0.2409,1.3284,0.1428,0.5000
-0.2156,1.3321,0.1390,0.5000
-0.1937,1.3351,0.2075,0.5000
-0.1329,1.3479,0.2218,0.5000
-0.0725,1.3615,-0.4245,0.5000
-0.0646,1.3580,-0.3335,0.5000
-0.0575,1.3555,-0.2104,0.5000
-0.0516,1.3542,-2.8950,0.5000
-0.0867,1.3454,0.5348,0.5000
-0.0735,1.3532,0.5105,0.5000
-0.0572,1.3624,0.5668,0.5000
-0.0424,1.3718,0.5323,0.5000
-0.0256,1.3817,0.2336,0.5000
0.0145,1.3912,-0.5884,0.5000
0.0254,1.3840,-0.7584,0.5000
0.0322,1.3775,-0.2249,0.5000
0.0793,1.3667,-0.1899,0.5000
0.1263,1.3577,-0.2526,0.5000
0.1529,1.3508,-0.5893,0.5000
0.1598,1.3462,-0.3470,0.5000
0.2112,1.3276,-0.6827,0.5000
0.2259,1.3157,-0.7357,0.5000
0.2381,1.3046,-0.4878,0.5000
0.2862,1.2791,-0.5030,0.5000
0.3306,1.2547,-1.6190,0.5000
0.3302,1.2460,-0.6444,0.5000
0.3449,1.2350,-0.3236,0.5000
0.3946,1.2183,-0.1348,0.5000
0.4076,1.2165,-0.1277,0.5000
0.4665,1.2090,-1.8272,0.5000
0.4020,0.9628,-1.8459,0.5000
0.3329,0.7182,-1.9323,0.5000
