# x,y,yaw
6.0558,0.6927,-1.7454
6.0686,0.7981,-1.6316
6.0040,0.6102,-1.8919
6.0363,0.7338,-1.7549
6.0509,0.8508,-1.6285
6.0515,0.9552,-1.5166
6.0385,1.0696,-1.3932
6.0002,1.3063,-1.0703
5.9361,1.4081,-0.9413
5.8608,1.4995,-0.8144
5.7859,1.5710,-0.7034
5.6926,1.6411,-0.5783
5.7173,1.5269,-0.8405
5.6256,1.6168,-0.7028
5.5343,1.6854,-0.5804
5.6826,1.6537,-0.9065
5.6040,1.7424,-0.7794
5.5056,1.8275,-0.6399
5.4012,1.8955,-0.5063
5.2863,1.9498,-0.3701
5.1970,2.0381,-0.4045
5.0746,2.0829,-0.2796
4.9522,2.1098,-0.1452
4.8309,2.1199,-0.0147
5.0973,2.2215,-0.3557
4.9935,2.2538,-0.2392
4.8725,2.2755,-0.1074
4.7666,2.3390,-0.2032
4.6358,2.3569,-0.0618
4.5296,2.3578,0.0521
4.4036,2.3431,0.1881
3.6267,-0.3954,0.5972
3.3613,-1.4036,0.7581
3.2759,-1.4955,0.8927
3.2029,-1.5991,1.0286
3.1447,-1.7116,1.1644
3.2049,-1.7999,1.1782
3.1639,-1.9202,1.3145
3.1629,-1.7375,1.0831
3.0975,-1.8654,1.1048
